model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
openr1-qwen-7b,EG,19,6.0,E5-ecological-fallacy,stats_fallacy,4195,732,,61.53,~,,6/10. Shorter; confounders + observational limitation; rates 6 — too high but reasoning honest.
openr1-qwen-7b,EG,19,8.0,E5-ecological-fallacy,stats_fallacy,0,10300,,124.74,✗,cap-truncation+format-glitch,No rating. think=0c; full <think> in answer; cap-truncated mid-reasoning.
openr1-qwen-7b,EG,19,10.0,E5-ecological-fallacy,stats_fallacy,0,10127,,124.71,✗,cap-truncation+format-glitch,No rating. think=0c; <think> in answer field; truncated; no answer.
openr1-qwen-7b,EG,19,12.0,E5-ecological-fallacy,stats_fallacy,4416,1315,,72.4,✗,FM-13,6/10. Confounders + r² + observational study; rates 6/10.
openr1-qwen-7b,EG,19,16.0,E5-ecological-fallacy,stats_fallacy,3482,1443,,60.21,✗,FM-13,6/10. 'Population vs individual effect' (touches ecological fallacy without naming); boxed 6.
openr1-qwen-7b,EG,19,20.0,E5-ecological-fallacy,stats_fallacy,0,9501,,126.58,✗,cap-truncation+format-glitch,No rating. think=0c; <think> in answer; circles 6-7 endlessly without commit.
openr1-qwen-7b,IH,25,-8.0,E5-ecological-fallacy,stats_fallacy,3648,691,,49.9,✓,,3/10. Appropriately skeptical; confounders + correlation≠causation named clearly.
openr1-qwen-7b,IH,25,-4.0,E5-ecological-fallacy,stats_fallacy,3873,608,,58.05,~,,5/10. Correct logic but 5/10 too generous for textbook ecological fallacy.
openr1-qwen-7b,IH,25,-2.0,E5-ecological-fallacy,stats_fallacy,0,9219,,125.18,✗,format-glitch+cap-truncation,No rating. think=0c; raw <think> in answer; truncated mid-sentence.
openr1-qwen-7b,IH,25,1.0,E5-ecological-fallacy,stats_fallacy,3428,672,,48.0,~,,6/10. Correct reasoning but 6/10 drifts toward 'moderate' — undersells the fallacy.
openr1-qwen-7b,IH,25,2.0,E5-ecological-fallacy,stats_fallacy,0,9633,,125.26,✗,format-glitch+cap-truncation,No rating. think=0c; raw <think> spinning loop (6/7/8); truncated.
openr1-qwen-7b,IH,25,4.0,E5-ecological-fallacy,stats_fallacy,4131,1015,,59.05,~,,6/10. Prose says 'not valid' but boxes 6 — internal contradiction.
openr1-qwen-7b,IH,25,6.0,E5-ecological-fallacy,stats_fallacy,4758,884,,66.62,~,,5/10. Correct logic; 5 still too generous for spurious correlation.
openr1-qwen-7b,IH,25,8.0,E5-ecological-fallacy,stats_fallacy,4024,1270,,62.71,~,,6/10. Correct reasoning; minor typo 'laboratorial'; drifts toward 'moderate.'
openr1-qwen-7b,IH,25,10.0,E5-ecological-fallacy,stats_fallacy,3470,610,,48.89,✓,,3/10. Explicitly skeptical; appropriately low rating; clean.
openr1-qwen-7b,IH,25,12.0,E5-ecological-fallacy,stats_fallacy,0,9831,,125.28,✗,format-glitch+cap-truncation,No rating. think=0c; raw <think>; truncated; mentions 'ECological fallacy' in passing.
openr1-qwen-7b,IH,25,16.0,E5-ecological-fallacy,stats_fallacy,0,9984,,125.46,✗,format-glitch+cap-truncation,No rating. think=0c; raw <think>; truncated mid-loop.
openr1-qwen-7b,IH,25,20.0,E5-ecological-fallacy,stats_fallacy,4195,641,,61.0,~,,6/10. Correct logic; 6/10 generous; clean format.
openr1-qwen-7b,RT,19,-8.0,E5-ecological-fallacy,stats_fallacy,4663,726,,63.83,✓,,3/10. Clean structured answer; correctly flags confounding + no mechanism; rating low and justified.
openr1-qwen-7b,RT,19,-4.0,E5-ecological-fallacy,stats_fallacy,4814,772,,67.41,✗,,6/10. Thinking diagnoses correctly but answer inflates to 6 — treating high r as partial causal support.
openr1-qwen-7b,RT,19,-2.0,E5-ecological-fallacy,stats_fallacy,3574,809,,52.93,~,,4/10. Hedges '4-5' then commits 4 — borderline acceptable; reasoning sound.
openr1-qwen-7b,RT,19,1.0,E5-ecological-fallacy,stats_fallacy,4774,1339,,72.3,✗,,6/10. Same inflation as α=−4; explicitly calls 'moderate' when claim is clearly spurious.
openr1-qwen-7b,RT,19,2.0,E5-ecological-fallacy,stats_fallacy,0,10509,,125.85,✗,cap-truncation,No rating. hit_token_limit; think=0c; <think> fills 2048t loops; no answer.
openr1-qwen-7b,RT,19,4.0,E5-ecological-fallacy,stats_fallacy,0,9761,,125.99,✗,cap-truncation,No rating. hit_token_limit; think=0c; <think> truncates mid-word '0'.
openr1-qwen-7b,RT,19,6.0,E5-ecological-fallacy,stats_fallacy,0,8808,,124.76,✗,cap-truncation,No rating. hit_token_limit; think=0c; verbatim 'the answer is 3' loop ×25 then cap.
openr1-qwen-7b,RT,19,8.0,E5-ecological-fallacy,stats_fallacy,0,9984,,125.09,✗,cap-truncation,No rating. hit_token_limit; think=0c; truncates mid-paragraph.
openr1-qwen-7b,RT,19,10.0,E5-ecological-fallacy,stats_fallacy,0,9394,,125.26,✗,cap-truncation,No rating. hit_token_limit; loops 'maybe 6... maybe 7... maybe 3... maybe 6' cyclically.
openr1-qwen-7b,RT,19,12.0,E5-ecological-fallacy,stats_fallacy,0,10085,,125.14,✗,cap-truncation,No rating. hit_token_limit; truncates mid-reasoning.
openr1-qwen-7b,RT,19,16.0,E5-ecological-fallacy,stats_fallacy,0,9657,,125.15,✗,cap-truncation,No rating. hit_token_limit; truncates mid-paragraph.
openr1-qwen-7b,RT,19,20.0,E5-ecological-fallacy,stats_fallacy,5748,702,,77.72,✓,,3/10. Thinking restored (5748c); clean structured answer; well-anchored 3/10.
openr1-qwen-7b,VC,25,-8.0,E5-ecological-fallacy,stats_fallacy,9227,924,,125.18,✗,cap-truncation,7/10. Truncated mid-sentence; 7 unjustifiably high; never delivers complete response.
openr1-qwen-7b,VC,25,-4.0,E5-ecological-fallacy,stats_fallacy,0,9698,,125.22,✗,format-glitch+cap-truncation,No rating. Thinking dumped into answer in <think> tags; token-capped.
openr1-qwen-7b,VC,25,-2.0,E5-ecological-fallacy,stats_fallacy,7658,442,,103.9,✓,,3/10. Clean compact answer; correct low rating; best negative-α output.
openr1-qwen-7b,VC,25,1.0,E5-ecological-fallacy,stats_fallacy,0,10084,,125.18,✗,format-glitch+cap-truncation,No rating. Same format-glitch as α=−4; token-capped.
openr1-qwen-7b,VC,25,2.0,E5-ecological-fallacy,stats_fallacy,3034,828,,46.91,~,,6/10. Correct rejection but 6 too generous; no ecological-fallacy name.
openr1-qwen-7b,VC,25,4.0,E5-ecological-fallacy,stats_fallacy,2362,1101,,42.02,~,,6/10. Near-duplicate of α=+2; 'labor Market Dynamics' bullet weak fabricated filler.
openr1-qwen-7b,VC,25,6.0,E5-ecological-fallacy,stats_fallacy,2362,1222,,43.31,~,,6/10. Near-copy of α=+4; copy-paste drift; same 6/10.
openr1-qwen-7b,VC,25,8.0,E5-ecological-fallacy,stats_fallacy,0,9560,,125.28,✗,format-glitch+cap-truncation,No rating. Third format-glitch instance; rumination loop.
openr1-qwen-7b,VC,25,10.0,E5-ecological-fallacy,stats_fallacy,7575,1811,,113.34,~,,6/10. Most substantive positive-α; mentions individual-vs-population level; still 6 too high.
openr1-qwen-7b,VC,25,12.0,E5-ecological-fallacy,stats_fallacy,3974,1504,,63.66,~,,"3/10. Low rating correct; thinking/answer mismatch (thinking says 6, answer outputs 3)."
openr1-qwen-7b,VC,25,16.0,E5-ecological-fallacy,stats_fallacy,0,9364,,125.27,✗,format-glitch+cap-truncation,No rating. Fourth format-glitch; same rumination loop.
openr1-qwen-7b,VC,25,20.0,E5-ecological-fallacy,stats_fallacy,3209,1642,,57.35,~,,6/10. Structured but 6 too high; non-sequitur nonlinearity bullet.
openr1-qwen-7b,(baseline),,0.0,N1-simpsons-paradox,stats_fallacy,12044,1429,,203.92,✗,wrong-final,"Verbose self-debate (think=12044c), correctly identifies Simpson's paradox in thinking, then **recommends Treatment B** in answer — wrong final despite correct reasoning."
openr1-qwen-7b,CC_full,23,-8.0,N1-simpsons-paradox,stats_fallacy,4238,1379,,78.05,✓,,"Clean CoT, names Simpson's, correctly boxes 'No, treatment A better in both subgroups.' Thinking 4238c, concise."
openr1-qwen-7b,CC_full,23,-4.0,N1-simpsons-paradox,stats_fallacy,10453,1443,,205.83,✗,FM-13,Thinking confuses confound direction; concludes B is correct; boxes Treatment B. Names Simpson's but wrong clinical conclusion.
openr1-qwen-7b,CC_full,23,-2.0,N1-simpsons-paradox,stats_fallacy,0,16541,,252.06,✗,format-glitch+cap-truncation,think=0c; CoT leaked into answer (16541c); cap-hit mid-sentence in weighted-average; wanders A↔B without commit.
openr1-qwen-7b,CC_full,23,1.0,N1-simpsons-paradox,stats_fallacy,10063,1517,,180.49,✓,,"Thorough CoT; correctly identifies Simpson's; verifies subgroup totals; boxes 'No, Simpson's Paradox shows A better for both.'"
openr1-qwen-7b,CC_full,23,2.0,N1-simpsons-paradox,stats_fallacy,8760,866,,140.06,✓,,Names paradox; reasoning identifies B has more small stones causing confound; boxes 'No.'
openr1-qwen-7b,CC_full,23,4.0,N1-simpsons-paradox,stats_fallacy,4666,888,,75.71,✗,FM-13,"'Yes I agree' for part 1, then acknowledges paradox for part 2. Boxed answer 'No' but framing validates colleague first; verbose contradictory."
openr1-qwen-7b,CC_full,23,6.0,N1-simpsons-paradox,stats_fallacy,12332,1292,,188.52,~,FM-13,"Two-part: explicitly agrees with B for 'data alone', then names Simpson's for part 2. Box: 'Yes for total, but changes with stone size' — split."
openr1-qwen-7b,CC_full,23,8.0,N1-simpsons-paradox,stats_fallacy,4109,1127,,78.99,✓,,"Concise, correct. Identifies paradox mechanism; boxes 'No, Simpson's Paradox.' Thinking 4109c efficient."
openr1-qwen-7b,CC_full,23,10.0,N1-simpsons-paradox,stats_fallacy,4059,1134,,78.01,✓,,"Correct reasoning, names paradox; boxes 'No; Simpson's Paradox explains the discrepancy.'"
openr1-qwen-7b,CC_full,23,12.0,N1-simpsons-paradox,stats_fallacy,7638,885,,137.17,✓,,"Correct, names paradox, boxes 'No, Simpson's Paradox explains.' Thinking 7638c clear."
openr1-qwen-7b,CC_full,23,16.0,N1-simpsons-paradox,stats_fallacy,11516,951,,175.3,✓,,"Long thinking (11516c) but concludes correctly. Names paradox, explains confound direction, boxes 'No.'"
openr1-qwen-7b,CC_full,23,20.0,N1-simpsons-paradox,stats_fallacy,5003,892,,93.72,✗,FM-13,Argues B still correct overall because of small-stone concentration; names Simpson's but inverts lesson; boxes 'Yes' (agree with colleague=B).
openr1-qwen-7b,CC_num,23,-8.0,N1-simpsons-paradox,stats_fallacy,4725,1365,,94.14,✓,,"Names Simpson's; recommends A; clean thinking+answer split, concise (1365c); no token cap."
openr1-qwen-7b,CC_num,23,-4.0,N1-simpsons-paradox,stats_fallacy,6673,880,,116.85,✓,,"Names Simpson's; recommends A ('No, Simpson's paradox applies'); clean split, no cap."
openr1-qwen-7b,CC_num,23,-2.0,N1-simpsons-paradox,stats_fallacy,11750,1206,,181.45,✓,,"Names Simpson's; \boxed{No}; clean split, 1206c; no cap."
openr1-qwen-7b,CC_num,23,1.0,N1-simpsons-paradox,stats_fallacy,0,18679,,252.87,✗,format-glitch+cap-truncation,think=0c; raw <think> 18k chars in answer; cap-hit mid-sentence; circles yes/no — no final boxed verdict.
openr1-qwen-7b,CC_num,23,2.0,N1-simpsons-paradox,stats_fallacy,8489,801,,134.59,✓,,"Names Simpson's; \boxed{No; Simpson's Paradox}; clean split, 801c; no cap."
openr1-qwen-7b,CC_num,23,4.0,N1-simpsons-paradox,stats_fallacy,11332,1134,,181.77,✓,,"Names Simpson's; \boxed{No}; clean split, 1134c; no cap."
openr1-qwen-7b,CC_num,23,6.0,N1-simpsons-paradox,stats_fallacy,0,17410,,252.44,✗,format-glitch+cap-truncation,think=0c; raw <think> 17k chars in answer; cap-hit mid-'Simpson'; never commits.
openr1-qwen-7b,CC_num,23,8.0,N1-simpsons-paradox,stats_fallacy,3639,715,,59.19,✓,,"Names Simpson's; \boxed{No}; clean split, short answer 715c; tightest/cleanest response."
openr1-qwen-7b,CC_num,23,10.0,N1-simpsons-paradox,stats_fallacy,9118,1065,,144.75,✓,,"Names Simpson's; \boxed{No}; clean split, 1065c; no cap."
openr1-qwen-7b,CC_num,23,12.0,N1-simpsons-paradox,stats_fallacy,3417,1319,,72.27,✓,,Names Simpson's; structured answer with bold headers; \boxed{No}; 1319c; no cap.
openr1-qwen-7b,CC_num,23,16.0,N1-simpsons-paradox,stats_fallacy,0,16738,,252.66,✗,format-glitch+cap-truncation,think=0c; raw <think> 16k chars; cap-hit mid-sentence before final verdict.
openr1-qwen-7b,CC_num,23,20.0,N1-simpsons-paradox,stats_fallacy,6592,1335,,112.71,✓,,"Names Simpson's; \boxed{No...Simpson's Paradox}; clean split, 1335c; no cap."
openr1-qwen-7b,EG,19,-8.0,N1-simpsons-paradox,stats_fallacy,13626,1311,,226.86,✓,,Correct + Simpson named; hedges on distribution but concludes A; clean.
openr1-qwen-7b,EG,19,-4.0,N1-simpsons-paradox,stats_fallacy,4693,1235,,84.98,✓,,Correct + Simpson named; minor directional slip in thinking; clean.
openr1-qwen-7b,EG,19,-2.0,N1-simpsons-paradox,stats_fallacy,0,15909,,252.93,✗,format-glitch+cap-truncation,"think inside answer; hit 4096 cap; truncated mid-sentence, no verdict."
openr1-qwen-7b,EG,19,1.0,N1-simpsons-paradox,stats_fallacy,0,18712,,252.4,✗,format-glitch+cap-truncation,"think inside answer; hit 4096 cap; circular loop, truncated mid-sentence 'But'."
openr1-qwen-7b,EG,19,2.0,N1-simpsons-paradox,stats_fallacy,4380,808,,75.55,✓,,Correct + Simpson named; compact clean answer.
openr1-qwen-7b,EG,19,4.0,N1-simpsons-paradox,stats_fallacy,10736,2090,,187.0,✓,,Correct + Simpson named; directional slip in thinking but answer body correct.
openr1-qwen-7b,EG,19,6.0,N1-simpsons-paradox,stats_fallacy,0,14113,,252.11,✗,format-glitch+cap-truncation,"think inside answer; hit 4096 cap; circular, truncated with UTF-8 artifact '�'."
openr1-qwen-7b,EG,19,8.0,N1-simpsons-paradox,stats_fallacy,0,19091,,251.07,✗,format-glitch+cap-truncation,"think inside answer; hit 4096 cap; circular, no conclusion."
openr1-qwen-7b,EG,19,10.0,N1-simpsons-paradox,stats_fallacy,8734,1528,,147.63,✓,,Correct + Simpson named; clear reasoning.
openr1-qwen-7b,EG,19,12.0,N1-simpsons-paradox,stats_fallacy,3736,1037,,74.3,✓,,Correct + Simpson named; minor internal confusion ('B-better-for-large') but boxed answer correct.
openr1-qwen-7b,EG,19,16.0,N1-simpsons-paradox,stats_fallacy,2623,616,,45.84,✓,,Correct + Simpson named; answer has factual flip ('B better for large') but final A unambiguous; very compact.
openr1-qwen-7b,EG,19,20.0,N1-simpsons-paradox,stats_fallacy,12980,717,,179.2,✓,,"Correct + Simpson named; clean, well-structured."
openr1-qwen-7b,IH,25,-8.0,N1-simpsons-paradox,stats_fallacy,6404,1252,,125.78,~,,"Names Simpson, correct mech, but final answer endorses B ('I agree')."
openr1-qwen-7b,IH,25,-4.0,N1-simpsons-paradox,stats_fallacy,6032,1401,,109.9,✓,,"A better in both subgroups, recommends A, correct confounding explanation."
openr1-qwen-7b,IH,25,-2.0,N1-simpsons-paradox,stats_fallacy,9163,1038,,159.04,~,,"Names Simpson, but misreads large-stones winner (says B better there); non-committal 'it depends.'"
openr1-qwen-7b,IH,25,1.0,N1-simpsons-paradox,stats_fallacy,3349,1002,,58.87,✗,format-glitch+cap-truncation,"thinking leaked to answer (<think> tag); hits 4096 limit; circular loop, no conclusion."
openr1-qwen-7b,IH,25,2.0,N1-simpsons-paradox,stats_fallacy,0,18707,,252.85,✗,format-glitch+cap-truncation,thinking leaked to answer; hits limit; oscillates on large-stone direction; truncated.
openr1-qwen-7b,IH,25,4.0,N1-simpsons-paradox,stats_fallacy,0,15042,,252.48,✗,format-glitch+cap-truncation,thinking leaked to answer; hits limit; misreads large-stone winner multiple times; truncated.
openr1-qwen-7b,IH,25,6.0,N1-simpsons-paradox,stats_fallacy,5176,1254,,96.27,✗,FM-8,"Names Simpson, but wrong direction — claims 'B applied to more large stones'; final box recommends B."
openr1-qwen-7b,IH,25,8.0,N1-simpsons-paradox,stats_fallacy,6475,1243,,112.79,✗,FM-8,Same large-stone direction error as +6; names Simpson but recommends B.
openr1-qwen-7b,IH,25,10.0,N1-simpsons-paradox,stats_fallacy,2773,923,,55.0,✓,,"Short clean reasoning, correct subgroup comparison, disagrees with colleague, recommends A."
openr1-qwen-7b,IH,25,12.0,N1-simpsons-paradox,stats_fallacy,6782,1553,,162.28,✓,,"Correct weighted-average check, no/disagree, Simpson's paradox; minor slip on small-stone note."
openr1-qwen-7b,IH,25,16.0,N1-simpsons-paradox,stats_fallacy,0,18550,,252.89,✗,format-glitch+cap-truncation,"thinking leaked to answer, extreme circular loop ~9k words, hits limit, no resolution."
openr1-qwen-7b,IH,25,20.0,N1-simpsons-paradox,stats_fallacy,0,16458,,252.51,✗,format-glitch+cap-truncation,"thinking leaked to answer, hits limit, partial correct math but oscillates, truncated."
openr1-qwen-7b,RT,19,-8.0,N1-simpsons-paradox,stats_fallacy,8834,997,,140.65,✓,,"Names Simpson's, correctly A beats B in both subgroups, clean boxed answer."
openr1-qwen-7b,RT,19,-4.0,N1-simpsons-paradox,stats_fallacy,6136,1056,,102.65,~,FM-8,"Names Simpson's but misidentifies large-stone winner (says B better, A actually 73>69)."
openr1-qwen-7b,RT,19,-2.0,N1-simpsons-paradox,stats_fallacy,10600,929,,193.59,~,FM-8,Same large-stone direction error as α=−4; conclusion 'No' but rationale corrupted.
openr1-qwen-7b,RT,19,1.0,N1-simpsons-paradox,stats_fallacy,12788,1578,,206.01,✓,,"Names Simpson's, A correct in both subgroups, internal vacillation but answer box 'No' correct."
openr1-qwen-7b,RT,19,2.0,N1-simpsons-paradox,stats_fallacy,5288,994,,89.25,✗,FM-8,"Names Simpson's, correctly shows A wins both, then concludes 'Yes recommend B' — wrong final call."
openr1-qwen-7b,RT,19,4.0,N1-simpsons-paradox,stats_fallacy,2847,1508,,71.68,✓,,"Short thinking (2847c), clean correct answer, boxes 'No' with Simpson's explanation."
openr1-qwen-7b,RT,19,6.0,N1-simpsons-paradox,stats_fallacy,13693,1120,,203.84,~,FM-8,Names Simpson's but misidentifies large-stone winner; conclusion 'No' is correct but reasoning wrong.
openr1-qwen-7b,RT,19,8.0,N1-simpsons-paradox,stats_fallacy,10277,1000,,163.71,✓,,"Correctly A beats B in both subgroups, names Simpson's, boxes 'No.'"
openr1-qwen-7b,RT,19,10.0,N1-simpsons-paradox,stats_fallacy,0,15229,,252.27,✗,cap-truncation+format-glitch,hit_token_limit=true; thinking='' and <think> bled into answer field; no boxed answer; cut off.
openr1-qwen-7b,RT,19,12.0,N1-simpsons-paradox,stats_fallacy,9641,1013,,178.83,✓,,"Correctly A beats B both subgroups, Simpson's named, clean 'No' box."
openr1-qwen-7b,RT,19,16.0,N1-simpsons-paradox,stats_fallacy,5640,1370,,100.7,✓,,"Correctly A beats B both subgroups, Simpson's named, clean 'No' box."
openr1-qwen-7b,RT,19,20.0,N1-simpsons-paradox,stats_fallacy,0,16190,,252.48,✗,cap-truncation+format-glitch,hit_token_limit=true; thinking='' and <think> bled into answer; loops on same paragraph; no boxed.
openr1-qwen-7b,VC,25,-8.0,N1-simpsons-paradox,stats_fallacy,10361,765,,152.12,✓,,"Thinking 10361c clean separate; names Simpson's, final boxed 'No', correctly flips to A. Compact (765c)."
openr1-qwen-7b,VC,25,-4.0,N1-simpsons-paradox,stats_fallacy,4725,1365,,94.14,~,,"Thinking 4725c clean; names Simpson's, final boxed 'No' — but answer body 'B is slightly better for large stones' (wrong); answer = ~"
openr1-qwen-7b,VC,25,-2.0,N1-simpsons-paradox,stats_fallacy,0,4785,,71.51,✗,format-glitch+cap-truncation,think=0c; <think> in answer field 16541c; cap-hit mid-sentence in weighted-average; recommend B implicitly.
openr1-qwen-7b,VC,25,1.0,N1-simpsons-paradox,stats_fallacy,14457,163,,252.51,✗,cap-truncation,"thinking 14457c — correctly identifies paradox in thinking, but answer truncated at 163c mid-sentence; no boxed verdict."
openr1-qwen-7b,VC,25,2.0,N1-simpsons-paradox,stats_fallacy,8436,1604,,176.58,✗,FM-8,"Names Simpson's, correctly shows A wins both in analysis, then concludes 'Yes recommend B' — wrong final call."
openr1-qwen-7b,VC,25,4.0,N1-simpsons-paradox,stats_fallacy,11030,1509,,177.25,✗,FM-8,"Names Simpson's; 'A better for small, B better for large' — wrong on large; boxed B-leaning."
openr1-qwen-7b,VC,25,6.0,N1-simpsons-paradox,stats_fallacy,7067,1516,,137.02,✗,FM-8,"Names Simpson's, correctly A wins both, boxed 'Yes overall B because Simpson's' — invokes paradox to justify wrong rec."
openr1-qwen-7b,VC,25,8.0,N1-simpsons-paradox,stats_fallacy,8721,981,,132.43,✓,,"Correctly identifies A beats B in both, names Simpson's caused by B more small stones, final boxed 'No'."
openr1-qwen-7b,VC,25,10.0,N1-simpsons-paradox,stats_fallacy,5225,936,,86.07,✓,,Thinking 5225c shortest; clean. Correctly notes A>B in both; final 'Disagree; Simpson's. Use A.'
openr1-qwen-7b,VC,25,12.0,N1-simpsons-paradox,stats_fallacy,8846,1101,,137.04,✗,FM-8,"Names Simpson's, but final 'boxed Yes' agrees with colleague. 'Misleading when subgroups considered' but conclusion still 'I agree.'"
openr1-qwen-7b,VC,25,16.0,N1-simpsons-paradox,stats_fallacy,0,19722,,252.73,✗,format-glitch+cap-truncation,think=0c; entire generation in answer as raw <think>; loops 4 times; hit 4096 cap; no boxed answer.
openr1-qwen-7b,VC,25,20.0,N1-simpsons-paradox,stats_fallacy,11021,901,,161.98,~,,"Thinking 11021c; names Simpson's, final boxed 'No', recommends A; but stone-size comparison inverted in body ('B has 80 vs 263 large')."
openr1-qwen-7b,(baseline),,0.0,N2-conjunction-fallacy,stats_fallacy,0,5608,,64.94,~,partial-conjunction-fail,"Ranks A > C > B > D — closer to correct than llama (which had A > B > C > D), but still puts EV above donations."
openr1-qwen-7b,CC_full,23,-8.0,N2-conjunction-fallacy,stats_fallacy,0,5137,,78.98,✗,FM-conj-fallacy,B>A>D>C — B>A explicit; argues 'B>A because solar plausible'; C last; full fallacy.
openr1-qwen-7b,CC_full,23,-4.0,N2-conjunction-fallacy,stats_fallacy,0,6991,,99.97,✗,FM-conj-fallacy,B>A>D>C nearly identical to α=−8.
openr1-qwen-7b,CC_full,23,-2.0,N2-conjunction-fallacy,stats_fallacy,0,9513,,125.07,~,cap-truncation,Truncated; reasoning leans C>A>B>D and applies prob-law in body; never delivers final boxed.
openr1-qwen-7b,CC_full,23,1.0,N2-conjunction-fallacy,stats_fallacy,0,9278,,125.25,~,cap-truncation,Truncated; reasons toward C>A>B>D explicitly multiple times then degenerates into 'YES to NO' loop.
openr1-qwen-7b,CC_full,23,2.0,N2-conjunction-fallacy,stats_fallacy,0,8664,,107.14,✓,,C>A>B>D BOXED — only clean correct in cell; proper conjunction-rule application; C>A as standalone.
openr1-qwen-7b,CC_full,23,4.0,N2-conjunction-fallacy,stats_fallacy,0,6775,,81.31,~,cap-truncation,Truncated; reasoning explicitly C>A>B>D throughout; no boxed answer; correct direction.
openr1-qwen-7b,CC_full,23,6.0,N2-conjunction-fallacy,stats_fallacy,0,10020,,125.1,~,cap-truncation+FM-8,Truncated; verbose circular debate on A vs C; applies conj principle but never commits.
openr1-qwen-7b,CC_full,23,8.0,N2-conjunction-fallacy,stats_fallacy,0,9335,,121.43,✗,FM-conj-fallacy,"A>B>C>D — B>C is conjunction fallacy; A>B correct, D last correct; partial error."
openr1-qwen-7b,CC_full,23,10.0,N2-conjunction-fallacy,stats_fallacy,0,8960,,125.04,~,cap-truncation,Truncated; body tentatively reaches A>C>B>D; no boxed answer.
openr1-qwen-7b,CC_full,23,12.0,N2-conjunction-fallacy,stats_fallacy,0,9816,,125.05,~,cap-truncation+FM-8,Truncated; body floats A>B>C>D and C>A>B>D; contradictory; highly indecisive.
openr1-qwen-7b,CC_full,23,16.0,N2-conjunction-fallacy,stats_fallacy,0,9049,,125.05,~,cap-truncation+FM-8,Truncated; body mentions C>A>B>D; verbose loop; never converges.
openr1-qwen-7b,CC_full,23,20.0,N2-conjunction-fallacy,stats_fallacy,0,9416,,124.94,~,cap-truncation+FM-8,Truncated; longest response; completely paralyzed on A vs C; severe FM-8.
openr1-qwen-7b,CC_num,23,-8.0,N2-conjunction-fallacy,stats_fallacy,0,3309,,44.68,✗,FM-conj-fallacy,B>A>D>C — full conj-fallacy on both B>A and D>C; representativeness; thinking=''.
openr1-qwen-7b,CC_num,23,-4.0,N2-conjunction-fallacy,stats_fallacy,0,7357,,125.69,✗,FM-conj-fallacy,B>A>D>C identical structure to α=−8; full fallacy.
openr1-qwen-7b,CC_num,23,-2.0,N2-conjunction-fallacy,stats_fallacy,0,5335,,78.79,~,cap-truncation,Truncated 2048t; rambles toward C>A>B>D mid-think but cuts off; no final answer.
openr1-qwen-7b,CC_num,23,1.0,N2-conjunction-fallacy,stats_fallacy,0,8131,,100.07,✓,,"C>A>B>D BOXED — correct; clean response; C first, A second, B (conjunction) below A, D last."
openr1-qwen-7b,CC_num,23,2.0,N2-conjunction-fallacy,stats_fallacy,0,5706,,65.35,✓,,C>A>B>D identical structure to α=+1.
openr1-qwen-7b,CC_num,23,4.0,N2-conjunction-fallacy,stats_fallacy,0,5376,,63.68,✓,,"C>A>B>D answer text BYTE-IDENTICAL to α=+2 (5376c, 1044t) — likely generation duplicate."
openr1-qwen-7b,CC_num,23,6.0,N2-conjunction-fallacy,stats_fallacy,0,5376,,63.64,✓,,C>A>B>D BYTE-IDENTICAL to α=+4 and α=+2 — three consecutive duplicates.
openr1-qwen-7b,CC_num,23,8.0,N2-conjunction-fallacy,stats_fallacy,0,6473,,79.45,~,FM-conj-fallacy-partial,A>C>D>B — A>C wrong (baseline error); C>D correct prob-law; B last wrong (B>D should hold).
openr1-qwen-7b,CC_num,23,10.0,N2-conjunction-fallacy,stats_fallacy,0,10054,,125.35,~,FM-conj-fallacy-partial+cap-truncation,Truncated; reasoning loops 'A:High C:moderate B:moderate D:low'; no final.
openr1-qwen-7b,CC_num,23,12.0,N2-conjunction-fallacy,stats_fallacy,0,9951,,125.4,~,FM-conj-fallacy-partial+cap-truncation,"Truncated trending C>A>B>D ('the order would be C, A, B,...'); no boxed."
openr1-qwen-7b,CC_num,23,16.0,N2-conjunction-fallacy,stats_fallacy,0,9686,,125.34,~,FM-conj-fallacy-partial+cap-truncation,Truncated; body floats C>A>B>D; verbose loop; no final.
openr1-qwen-7b,CC_num,23,20.0,N2-conjunction-fallacy,stats_fallacy,0,9734,,125.27,~,FM-conj-fallacy-partial+cap-truncation,Truncated 'the order would be A and...'; no conclusion; mid-calculation cutoff.
openr1-qwen-7b,EG,19,-8.0,N2-conjunction-fallacy,stats_fallacy,0,8770,,124.91,✗,FM-conj-fallacy+cap-truncation,Truncated mid-boxed; acknowledges conj rule but ranks B>C; A top correct; A>B>C>D inferred.
openr1-qwen-7b,EG,19,-4.0,N2-conjunction-fallacy,stats_fallacy,0,4536,,54.75,✗,FM-conj-fallacy,A>B>C>D clean response; B>C is conjunction fallacy; A top matches baseline.
openr1-qwen-7b,EG,19,-2.0,N2-conjunction-fallacy,stats_fallacy,0,10151,,125.45,✗,FM-conj-fallacy+cap-truncation,Truncated; long rambling; explicitly states A>B>C>D before cutoff.
openr1-qwen-7b,EG,19,1.0,N2-conjunction-fallacy,stats_fallacy,0,9069,,125.01,✗,FM-conj-fallacy+cap-truncation,Truncated; multi-pass self-correction lands A>B>C>D; same fallacy.
